benchmark,dataset,instance_id,seed,agent,arm,run,verdict,cost_usd,num_turns,tool_calls,llm_calls,wall_secs,input_tokens,cached_input_tokens,output_tokens,reasoning_tokens,first_call_input_tokens,first_call_cache_read,cost_usd_adjusted,cache_floor_moved_tokens,agent_surface,agent_version,result_path
swebench,swebench-verified-mini,sphinx-doc__sphinx-9229,3,claude,bash_only,1,FAIL,3.1468483500000004,112,50,184,1164,6390416,6284217,57451,,5329,3668,3.1468483500000004,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9229_bash_only_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9229,3,claude,onlycode,1,FAIL,5.2490720500000005,132,59,219,1969,10461633,10305411,104633,,3518,0,5.245591750000001,1289,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9229_onlycode_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9230,3,claude,baseline,1,PASS,0.13410689999999997,13,2,21,76,170137,159408,3005,,12125,10231,0.13410689999999997,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9230_baseline_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9230,3,claude,bash_only,1,PASS,0.18109270000000002,22,10,30,87,178014,163239,5049,,4635,0,0.1711891,3668,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9230_bash_only_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9230,3,claude,onlycode,1,PASS,0.17733770000000001,17,10,25,101,138420,125664,6017,,2824,1289,0.17733770000000001,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9230_onlycode_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9281,3,claude,baseline,1,PASS,0.27388455,15,34,56,135,231460,223373,2854,,11946,10231,0.27388455,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9281_baseline_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9281,3,claude,bash_only,1,PASS,0.11097465000000004,17,5,27,77,122957,113613,2739,,4453,3668,0.11097465000000004,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9281_bash_only_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9281,3,claude,onlycode,1,PASS,0.13569879999999998,22,15,29,89,135512,125691,3989,,2642,1289,0.13569879999999998,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9281_onlycode_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9320,3,claude,baseline,1,PASS,0.30005110000000007,11,7,26,178,180400,164511,9825,,12018,10231,0.30005110000000007,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9320_baseline_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9320,3,claude,bash_only,1,PASS,0.10373065000000001,12,4,21,79,97533,89703,3107,,4528,3668,0.10373065000000001,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9320_bash_only_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9320,3,claude,onlycode,1,PASS,0.15929939999999998,16,7,27,98,154168,139753,4126,,2717,1289,0.15929939999999998,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9320_onlycode_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9367,3,claude,baseline,1,PASS,0.0632485,8,3,12,24,92161,87925,1352,,11868,10231,0.0632485,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9367_baseline_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9367,3,claude,bash_only,1,PASS,0.09679555000000001,14,6,20,72,93214,83736,2362,,4378,0,0.08689195000000001,3668,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9367_bash_only_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9367,3,claude,onlycode,1,PASS,0.0668874,9,5,13,76,48580,41158,1697,,2567,1289,0.0668874,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9367_onlycode_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9461,3,claude,baseline,1,FAIL,1.3853832000000001,58,20,87,648,2307244,2242859,31331,,12318,10231,1.3853832000000001,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9461_baseline_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9461,3,claude,bash_only,1,FAIL,1.6686263000000003,77,30,117,633,2941957,2871966,36237,,6019,4859,1.6686263000000003,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9461_bash_only_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9461,3,claude,onlycode,1,FAIL,1.3876054,70,31,114,671,2236720,2177383,34013,,3017,1289,1.3876054,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9461_onlycode_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9698,3,claude,baseline,1,PASS,0.0655496,7,2,11,31,83493,78062,1397,,11961,10231,0.0655496,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9698_baseline_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9698,3,claude,bash_only,1,PASS,0.10785510000000001,13,7,20,56,113696,102052,2186,,4474,0,0.09795150000000001,3668,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9698_bash_only_run1.jsonl
swebench,swebench-verified-mini,sphinx-doc__sphinx-9698,3,claude,onlycode,1,PASS,0.1245856,17,10,26,86,122383,110787,3101,,2660,1289,0.1245856,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sphinx-doc__sphinx-9698_onlycode_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-11232,3,claude,baseline,1,FAIL,0.5759748,16,5,28,303,510917,476091,20120,,11542,9872,0.5750055000000001,359,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-11232_baseline_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-11232,3,claude,bash_only,1,FAIL,0.39802215,25,11,43,228,432030,410153,12813,,4051,3308,0.39705015000000005,360,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-11232_bash_only_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-11232,3,claude,onlycode,1,FAIL,0.6282129500000001,26,12,45,350,469265,431619,23747,,2240,0,0.6247326500000001,1289,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-11232_onlycode_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-13259,3,claude,baseline,1,FAIL,0.8195795999999999,39,14,62,404,1106406,1061212,22057,,11737,9872,0.8186102999999999,359,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-13259_baseline_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-13259,3,claude,bash_only,1,FAIL,1.3849513500000001,46,22,74,661,1628339,1540317,39460,,4218,0,1.3750477500000002,3668,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-13259_bash_only_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-13259,3,claude,onlycode,1,FAIL,2.1470771,57,29,87,1169,2962723,2872937,63135,,2407,0,2.1435968,1289,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-13259_onlycode_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-14180,3,claude,baseline,1,FAIL,0.4347961000000001,39,20,60,152,809353,788637,7995,,11425,9872,0.43382680000000007,359,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-14180_baseline_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-14180,3,claude,bash_only,1,FAIL,0.3599506,42,24,60,164,569351,549072,7906,,4334,3708,0.3599506,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-14180_bash_only_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-14180,3,claude,onlycode,1,FAIL,0.8722242500000001,57,23,101,392,1251267,1207570,22996,,2123,0,0.8687439500000002,1289,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-14180_onlycode_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-15976,3,claude,baseline,1,PASS,0.31795895,18,10,29,132,382836,361964,8675,,11784,9872,0.31698965,359,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-15976_baseline_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-15976,3,claude,bash_only,1,PASS,0.27067084999999996,17,9,27,119,183954,159547,8687,,4293,0,0.26076724999999995,3668,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-15976_bash_only_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-15976,3,claude,onlycode,1,PASS,0.33676530000000005,21,9,36,158,251309,228191,12005,,2482,0,0.33328500000000005,1289,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-15976_onlycode_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-17318,3,claude,baseline,1,PASS,0.263372,14,2,26,166,230266,206520,7391,,12304,0,0.2357483,10231,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-17318_baseline_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-17318,3,claude,bash_only,1,PASS,0.73746605,38,10,70,439,827431,792341,24445,,4813,3308,0.73649405,360,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-17318_bash_only_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-17318,3,claude,onlycode,1,FAIL,0.49755755,30,15,47,417,485951,460121,17372,,3002,0,0.49407725,1289,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-17318_onlycode_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-19016,3,claude,baseline,1,PASS,1.16874125,27,8,49,663,964426,905295,44967,,11749,9872,1.1677719500000001,359,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-19016_baseline_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-19016,3,claude,bash_only,1,PASS,1.04078975,35,10,61,605,896008,836005,37605,,4230,0,1.0308861500000002,3668,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-19016_bash_only_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-19016,3,claude,onlycode,1,FAIL,0.16244625,1,0,12,113,1197,0,10431,,1197,0,0.15921434999999998,1197,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-19016_onlycode_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-21596,3,claude,baseline,1,FAIL,0.7914322999999999,12,38,60,370,205217,194731,4763,,11654,9872,0.7904629999999999,359,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-21596_baseline_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-21596,3,claude,bash_only,1,FAIL,0.46069470000000007,22,5,40,228,424916,390164,14164,,4163,0,0.45079110000000006,3668,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-21596_bash_only_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-21596,3,claude,onlycode,1,FAIL,0.46978054999999996,24,11,40,279,381174,351716,16825,,2352,0,0.46630024999999997,1289,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_3/sympy__sympy-21596_onlycode_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-12962,3,codex,baseline,1,FAIL,0.181633,1,10,8,50,113051,98816,2035,322,10272,7680,0.174721,1536,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/astropy__astropy-12962_baseline_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-12962,3,codex,bash_only,1,FAIL,0.760548,1,26,18,144,521232,452096,6294,2225,10316,0,0.719076,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/astropy__astropy-12962_bash_only_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-12962,3,codex,onlycode,1,FAIL,0.467614,1,9,11,75,171740,107008,3015,468,11228,0,0.423838,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/astropy__astropy-12962_onlycode_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-13842,3,codex,baseline,1,FAIL,1.065926,1,39,32,168,1188088,1126912,6553,2232,10054,0,1.024454,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/astropy__astropy-13842_baseline_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-13842,3,codex,bash_only,1,FAIL,1.257998,1,49,26,197,926746,805376,8282,2373,10098,9216,1.257998,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/astropy__astropy-13842_bash_only_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-13842,3,codex,onlycode,1,FAIL,0.623594,1,19,21,124,467080,411648,4687,1017,11010,9728,0.623594,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/astropy__astropy-13842_onlycode_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-6938,3,codex,baseline,1,FAIL,0.876317,1,33,24,165,905467,840704,4405,877,9629,9216,0.876317,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/astropy__astropy-6938_baseline_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-6938,3,codex,bash_only,1,FAIL,0.987154,1,24,25,204,819038,723968,4994,1220,9673,9216,0.987154,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/astropy__astropy-6938_bash_only_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-6938,3,codex,onlycode,1,FAIL,0.637137,1,25,27,159,590721,551424,5498,950,10585,0,0.5933609999999999,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/astropy__astropy-6938_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11790,3,codex,baseline,1,FAIL,0.396104,1,16,11,58,205642,155648,2277,461,9616,0,0.354632,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11790_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11790,3,codex,bash_only,1,FAIL,0.918906,1,36,27,126,600996,497152,5037,1324,9660,0,0.877434,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11790_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11790,3,codex,onlycode,1,FAIL,0.362134,1,16,18,113,300410,281088,4166,1412,10574,9728,0.362134,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11790_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11815,3,codex,baseline,1,FAIL,0.423186,1,18,16,92,375396,348672,3841,978,9860,7680,0.41627400000000003,1536,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11815_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11815,3,codex,bash_only,1,FAIL,0.510369,1,23,15,112,429021,396288,4952,1291,9904,9216,0.510369,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11815_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11815,3,codex,onlycode,1,PASS,0.517549,1,19,21,142,395225,363008,5832,1393,10818,0,0.47377300000000006,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11815_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11848,3,codex,baseline,1,PASS,0.489654,1,11,10,93,209334,150528,4012,2569,9659,0,0.44818199999999997,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11848_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11848,3,codex,bash_only,1,PASS,0.406256,1,16,10,66,306640,269312,2832,837,9703,9216,0.406256,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11848_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11848,3,codex,onlycode,1,FAIL,0.365497,1,10,12,70,156089,111104,2834,840,10617,0,0.32172100000000003,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11848_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11880,3,codex,baseline,1,PASS,0.385799,1,16,10,52,144181,89088,2193,388,9765,1536,0.351239,7680,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11880_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11880,3,codex,bash_only,1,PASS,0.469298,1,27,19,102,395218,359936,3764,875,9809,0,0.427826,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11880_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11880,3,codex,onlycode,1,PASS,0.264608,1,10,12,59,175294,152576,2491,552,10723,0,0.220832,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11880_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11885,3,codex,baseline,1,PASS,0.990859,1,28,19,152,576017,465408,6837,3246,9798,9216,0.990859,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11885_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11885,3,codex,bash_only,1,PASS,1.2384,1,21,21,191,1077180,967680,6902,1924,9842,7680,1.231488,1536,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11885_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11885,3,codex,onlycode,1,PASS,1.235042,1,27,29,226,855826,740864,9660,3074,10756,0,1.191266,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11885_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11951,3,codex,baseline,1,PASS,0.256019,1,14,10,53,159505,135168,2225,567,9655,9216,0.256019,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11951_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11951,3,codex,bash_only,1,PASS,0.459457,1,25,16,89,401267,364544,3119,619,9699,9216,0.459457,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11951_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11951,3,codex,onlycode,1,PASS,0.321742,1,6,8,45,103574,54784,1680,483,10613,0,0.277966,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11951_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11964,3,codex,baseline,1,PASS,0.477187,1,22,13,84,303575,254464,3480,809,10018,0,0.43571499999999996,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11964_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11964,3,codex,bash_only,1,PASS,0.665305,1,28,18,136,445673,384000,5498,1826,10062,9216,0.665305,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11964_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11964,3,codex,onlycode,1,PASS,0.480423,1,11,13,81,210663,147456,3022,775,10976,0,0.436647,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11964_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11999,3,codex,baseline,1,PASS,0.214431,1,12,8,46,109455,87552,2038,400,9648,0,0.172959,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11999_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11999,3,codex,bash_only,1,PASS,0.355607,1,14,9,71,204673,169984,3239,926,9613,0,0.314135,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11999_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11999,3,codex,onlycode,1,PASS,0.225238,1,7,9,60,116324,96256,2559,765,10606,0,0.18146199999999998,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-11999_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12039,3,codex,baseline,1,PASS,0.323954,1,18,11,71,183724,153088,3141,942,9792,9216,0.323954,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12039_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12039,3,codex,bash_only,1,PASS,0.841917,1,32,26,174,547221,461824,6134,1655,9836,0,0.8004450000000001,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12039_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12039,3,codex,onlycode,1,PASS,0.578522,1,18,20,120,365902,308224,4534,821,10750,0,0.5347459999999999,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12039_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12050,3,codex,baseline,1,PASS,0.598124,1,24,16,115,392422,327168,3609,809,9570,0,0.556652,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12050_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12050,3,codex,bash_only,1,PASS,0.678856,1,19,13,76,320384,225792,3100,656,9614,0,0.6373840000000001,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12050_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12050,3,codex,onlycode,1,PASS,0.457636,1,16,18,114,308060,269312,4308,1884,10528,9728,0.457636,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12050_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12143,3,codex,baseline,1,PASS,0.527002,1,17,13,65,312830,246784,2446,522,9850,0,0.48552999999999996,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12143_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12143,3,codex,bash_only,1,PASS,0.453211,1,15,15,71,321341,274432,2715,697,9894,9216,0.453211,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12143_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12143,3,codex,onlycode,1,PASS,0.476021,1,12,14,69,287143,230912,2647,694,10808,0,0.43224500000000005,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12143_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12155,3,codex,baseline,1,FAIL,0.260586,1,11,8,51,130524,100352,1985,570,9683,9216,0.260586,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12155_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12155,3,codex,bash_only,1,FAIL,0.343671,1,13,14,79,279321,256512,3379,1211,9727,7680,0.33675900000000003,1536,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12155_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12155,3,codex,onlycode,1,FAIL,0.246377,1,7,9,58,105655,77824,2277,699,10641,0,0.202601,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12155_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12193,3,codex,baseline,1,FAIL,0.263302,1,17,14,73,186644,169984,3167,810,9659,7680,0.25639,1536,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12193_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12193,3,codex,bash_only,1,FAIL,0.421227,1,24,21,112,362637,341504,4827,849,9703,9216,0.421227,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12193_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12193,3,codex,onlycode,1,FAIL,0.30114,1,8,10,60,131748,94720,2288,252,10617,0,0.25736400000000004,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12193_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12209,3,codex,baseline,1,FAIL,1.013747,1,25,21,145,678577,566784,5713,3038,9770,0,0.972275,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12209_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12209,3,codex,bash_only,1,FAIL,0.595324,1,17,17,131,505196,467968,5840,2712,9814,9216,0.595324,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12209_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12209,3,codex,onlycode,1,FAIL,0.699822,1,19,21,169,457608,392704,5965,2514,10728,0,0.656046,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12209_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12262,3,codex,baseline,1,PASS,0.359762,1,14,9,75,155698,113664,3092,466,9731,9216,0.359762,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12262_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12262,3,codex,bash_only,1,PASS,0.650821,1,27,16,139,439367,387072,6527,1114,9775,0,0.609349,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12262_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12262,3,codex,onlycode,1,PASS,0.407722,1,12,14,97,280484,246784,3861,692,10689,0,0.363946,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12262_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12273,3,codex,baseline,1,FAIL,0.432947,1,18,13,83,368767,336384,3428,1350,9727,7680,0.42603500000000005,1536,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12273_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12273,3,codex,bash_only,1,FAIL,0.496747,1,19,12,98,359585,318464,4397,1205,9771,0,0.455275,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12273_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12273,3,codex,onlycode,1,FAIL,0.399603,1,13,15,94,272301,242176,4263,2052,10685,0,0.355827,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_3_codex_v2/django__django-12273_onlycode_run1.jsonl
